Note,prixProduits,NotePrediction
4,99.9,4.1079
5,580.27,4.1079
4,64.99,4.1079
3,72.0,4.1079
3,26.9,4.1079
3,160.4,4.1079
5,234.9,4.1079
5,120.0,4.1079
3,30.79,4.1079
5,379.0,4.1079
1,948.1899999999999,4.1079
5,140.0,4.1079
4,158.0,4.1079
1,295.89,4.1079
5,158.0,4.1079
5,29.99,4.1079
5,219.0,4.1079
2,97.5,4.1079
1,79.9,4.1079
4,99.97,4.1079
5,88.0,4.1079
1,57.88,4.1079
5,139.0,4.1079
5,84.99,4.1079
5,107.9,4.1079
5,149.0,4.1079
5,21.5,4.1079
5,649.9,4.1079
5,190.0,4.1079
5,65.0,4.1079
5,24.9,4.1079
4,51.8,4.1079
4,55.97,4.1079
5,29.99,4.1079
5,279.9,4.1079
5,82.0,4.1079
3,109.0,4.1079
5,37.9,4.1079
5,121.8,4.1079
5,193.0,4.1079
5,1499.65,4.1079
3,85.99,4.1079
3,49.99,4.1079
5,14.9,4.1079
4,59.0,4.1079
3,116.99,4.1079
5,45.0,4.1079
5,109.8,4.1079
1,58.67,4.1079
4,55.3,4.1079
1,53.9,4.1079
1,81.2,4.1079
4,90.0,4.1079
5,16.9,4.1079
5,134.9,4.1079
5,184.99,4.1079
4,52.0,4.1079
5,132.7,4.1079
4,319.0,4.1079
4,110.32,4.1079
5,22.99,4.1079
5,45.0,4.1079
3,149.9,4.1079
4,119.6,4.1079
5,59.9,4.1079
2,24.99,4.1079
3,137.9,4.1079
4,139.0,4.1079
5,44.9,4.1079
4,254.9,4.1079
5,38.0,4.1079
5,70.0,4.1079
4,299.99,4.1079
1,10.99,4.1079
5,39.9,4.1079
5,109.97,4.1079
4,149.0,4.1079
1,29.9,4.1079
4,144.9,4.1079
5,49.0,4.1079
3,61.9,4.1079
5,79.0,4.1079
4,139.9,4.1079
5,49.65,4.1079
4,149.9,4.1079
5,39.97,4.1079
4,99.0,4.1079
5,99.0,4.1079
5,14.95,4.1079
4,159.9,4.1079
4,99.0,4.1079
5,307.3,4.1079
5,219.9,4.1079
3,219.0,4.1079
5,74.0,4.1079
5,49.9,4.1079
3,43.0,4.1079
4,76.0,4.1079
4,99.9,4.1079
5,29.9,4.1079
1,49.76,4.1079
4,109.98,4.1079
1,90.0,4.1079
5,248.99,4.1079
5,69.0,4.1079
2,300.0,4.1079
4,69.9,4.1079
1,16.17,4.1079
1,36.8,4.1079
4,160.65,4.1079
4,418.0,4.1079
5,119.85,4.1079
1,179.8,4.1079
5,114.9,4.1079
5,29.5,4.1079
5,579.99,4.1079
5,13.65,4.1079
5,98.9,4.1079
5,146.99,4.1079
5,98.9,4.1079
5,289.9,4.1079
3,59.9,4.1079
5,19.9,4.1079
5,220.64,4.1079
4,59.0,4.1079
1,58.0,4.1079
4,82.8,4.1079
5,1997.0,4.1079
5,269.0,4.1079
5,99.9,4.1079
3,69.9,4.1079
4,59.0,4.1079
4,23.99,4.1079
5,42.54,4.1079
5,33.6,4.1079
5,43.99,4.1079
5,245.0,4.1079
4,159.9,4.1079
5,129.9,4.1079
5,36.7,4.1079
1,90.0,4.1079
5,142.99,4.1079
5,184.9,4.1079
2,1199.9,4.1079
5,24.9,4.1079
5,388.5,4.1079
4,122.99,4.1079
5,219.9,4.1079
5,89.18,4.1079
4,179.49,4.1079
1,125.0,4.1079
5,189.0,4.1079
5,29.0,4.1079
5,180.0,4.1079
5,2999.99,4.1079
5,50.4,4.1079
5,56.9,4.1079
1,77.98,4.1079
3,80.0,4.1079
5,398.0,4.1079
5,15.9,4.1079
5,99.99,4.1079
5,19.9,4.1079
5,538.0,4.1079
5,232.75,4.1079
4,300.0,4.1079
1,33.78,4.1079
5,119.97,4.1079
5,109.9,4.1079
5,121.9,4.1079
5,18.99,4.1079
4,28.9,4.1079
5,72.2,4.1079
5,49.0,4.1079
5,144.9,4.1079
5,129.9,4.1079
5,49.9,4.1079
5,79.9,4.1079
5,39.8,4.1079
1,399.9,4.1079
3,38.25,4.1079
1,30.0,4.1079
5,10.99,4.1079
5,249.99,4.1079
5,8.5,4.1079
4,34.199999999999996,4.1079
5,29.9,4.1079
5,146.5,4.1079
2,38.9,4.1079
4,145.0,4.1079
5,64.0,4.1079
5,132.82,4.1079
4,45.0,4.1079
1,569.9,4.1079
5,248.25,4.1079
1,138.0,4.1079
1,22.8,4.1079
3,59.0,4.1079
3,109.5,4.1079
5,28.0,4.1079
1,55.0,4.1079
5,238.9,4.1079
5,39.0,4.1079
1,69.9,4.1079
1,49.9,4.1079
4,597.9,4.1079
5,415.37,4.1079
5,30.21,4.1079
1,869.0,4.1079
4,19.5,4.1079
5,49.95,4.1079
5,23.99,4.1079
4,94.99,4.1079
5,14.67,4.1079
5,189.9,4.1079
5,27.9,4.1079
4,95.33,4.1079
5,19.9,4.1079
5,119.9,4.1079
4,110.0,4.1079
1,289.9,4.1079
5,108.99,4.1079
5,104.9,4.1079
5,35.0,4.1079
5,51.92,4.1079
5,23.4,4.1079
4,119.9,4.1079
5,209.0,4.1079
5,24.99,4.1079
5,89.9,4.1079
5,32.49,4.1079
5,124.9,4.1079
5,119.9,4.1079
5,79.5,4.1079
4,57.39,4.1079
1,99.8,4.1079
5,49.0,4.1079
5,139.0,4.1079
5,165.0,4.1079
4,154.0,4.1079
1,49.95,4.1079
1,59.699999999999996,4.1079
5,49.95,4.1079
1,459.0,4.1079
4,119.99,4.1079
5,117.0,4.1079
5,40.0,4.1079
3,139.9,4.1079
5,610.0,4.1079
3,53.9,4.1079
1,49.9,4.1079
5,179.0,4.1079
3,98.67,4.1079
1,69.0,4.1079
2,29.99,4.1079
3,209.99,4.1079
1,139.0,4.1079
3,99.9,4.1079
5,31.0,4.1079
5,29.99,4.1079
5,13.9,4.1079
4,107.0,4.1079
5,49.99,4.1079
3,79.9,4.1079
4,199.9,4.1079
5,137.5,4.1079
2,227.99,4.1079
5,89.9,4.1079
5,78.25,4.1079
5,109.9,4.1079
5,254.9,4.1079
5,40.0,4.1079
5,35.0,4.1079
5,79.99,4.1079
5,109.9,4.1079
2,69.0,4.1079
5,17.9,4.1079
5,759.99,4.1079
5,129.9,4.1079
4,24.9,4.1079
5,42.0,4.1079
4,83.9,4.1079
4,17.0,4.1079
5,210.0,4.1079
3,109.9,4.1079
4,69.9,4.1079
4,79.9,4.1079
5,250.0,4.1079
5,154.98,4.1079
2,589.0,4.1079
2,229.0,4.1079
5,60.0,4.1079
3,89.9,4.1079
1,399.8,4.1079
5,243.0,4.1079
4,50.95,4.1079
5,199.0,4.1079
5,29.99,4.1079
3,69.99,4.1079
5,43.0,4.1079
4,47.65,4.1079
1,119.99,4.1079
1,99.9,4.1079
4,198.0,4.1079
3,89.9,4.1079
4,34.9,4.1079
2,60.0,4.1079
1,109.9,4.1079
1,59.99,4.1079
5,97.9,4.1079
5,39.97,4.1079
5,81.49,4.1079
1,35.98,4.1079
2,69.99,4.1079
5,30.0,4.1079
1,24.9,4.1079
5,89.9,4.1079
1,112.0,4.1079
5,349.99,4.1079
5,49.9,4.1079
4,204.66,4.1079
5,139.8,4.1079
5,239.98,4.1079
5,292.9,4.1079
4,92.0,4.1079
4,160.0,4.1079
5,99.99,4.1079
5,21.9,4.1079
5,149.9,4.1079
3,219.9,4.1079
5,49.9,4.1079
5,899.9,4.1079
5,72.0,4.1079
5,84.99,4.1079
1,159.9,4.1079
4,180.99,4.1079
5,26.9,4.1079
4,46.99,4.1079
4,38.89,4.1079
5,39.99,4.1079
4,239.99,4.1079
5,34.49,4.1079
5,119.9,4.1079
3,48.0,4.1079
3,51.9,4.1079
5,84.99,4.1079
4,42.0,4.1079
5,99.99,4.1079
5,71.82,4.1079
1,259.6,4.1079
4,58.0,4.1079
5,34.9,4.1079
4,18.9,4.1079
4,89.99,4.1079
5,12.3,4.1079
1,209.0,4.1079
4,668.0,4.1079
2,101.08,4.1079
1,118.91,4.1079
1,205.0,4.1079
5,70.0,4.1079
4,30.0,4.1079
5,24.9,4.1079
5,199.0,4.1079
5,98.0,4.1079
5,94.0,4.1079
5,97.9,4.1079
5,129.0,4.1079
5,120.0,4.1079
5,119.9,4.1079
5,109.99,4.1079
5,49.0,4.1079
5,124.9,4.1079
5,485.9,4.1079
5,59.99,4.1079
4,47.65,4.1079
1,149.9,4.1079
1,19.9,4.1079
5,75.5,4.1079
5,239.8,4.1079
4,47.4,4.1079
5,172.84,4.1079
5,57.9,4.1079
5,16.9,4.1079
4,69.8,4.1079
5,89.9,4.1079
5,129.0,4.1079
3,52.3,4.1079
5,68.0,4.1079
4,55.0,4.1079
3,178.9,4.1079
4,19.9,4.1079
5,19.9,4.1079
1,129.99,4.1079
4,159.8,4.1079
5,79.9,4.1079
3,124.99,4.1079
5,129.0,4.1079
5,89.5,4.1079
5,599.0,4.1079
1,195.0,4.1079
1,124.9,4.1079
1,14.6,4.1079
5,88.0,4.1079
1,64.9,4.1079
4,169.0,4.1079
5,96.0,4.1079
1,61.99,4.1079
5,44.99,4.1079
5,56.99,4.1079
1,50.0,4.1079
5,69.9,4.1079
5,70.0,4.1079
5,69.99,4.1079
4,119.99,4.1079
5,19.9,4.1079
4,89.0,4.1079
5,19.9,4.1079
4,99.99,4.1079
2,129.89,4.1079
5,34.99,4.1079
3,69.9,4.1079
5,23.9,4.1079
5,249.99,4.1079
5,59.8,4.1079
5,59.9,4.1079
1,296.0,4.1079
5,69.8,4.1079
5,64.9,4.1079
5,129.99,4.1079
4,1769.0,4.1079
5,79.9,4.1079
3,14.9,4.1079
5,514.0,4.1079
5,38.17,4.1079
1,89.9,4.1079
5,38.0,4.1079
4,118.0,4.1079
4,79.99,4.1079
5,129.0,4.1079
1,149.99,4.1079
5,39.99,4.1079
3,169.9,4.1079
5,148.9,4.1079
4,39.9,4.1079
3,99.9,4.1079
1,138.9,4.1079
4,78.0,4.1079
5,25.18,4.1079
5,157.77,4.1079
5,129.0,4.1079
4,179.9,4.1079
2,109.9,4.1079
1,27.9,4.1079
4,81.99,4.1079
3,53.49,4.1079
5,250.0,4.1079
5,107.0,4.1079
3,27.99,4.1079
4,169.99,4.1079
4,45.9,4.1079
5,45.0,4.1079
3,49.99,4.1079
4,105.0,4.1079
5,649.17,4.1079
1,229.0,4.1079
5,49.9,4.1079
4,358.0,4.1079
5,39.9,4.1079
5,159.0,4.1079
3,18.9,4.1079
5,62.9,4.1079
5,99.9,4.1079
5,572.0,4.1079
4,35.9,4.1079
1,159.9,4.1079
3,64.49,4.1079
5,199.9,4.1079
5,439.8,4.1079
1,149.0,4.1079
5,25.9,4.1079
5,97.9,4.1079
5,94.9,4.1079
5,89.99,4.1079
4,49.0,4.1079
4,12.99,4.1079
5,52.0,4.1079
5,35.9,4.1079
5,99.99,4.1079
5,59.85,4.1079
5,59.9,4.1079
5,239.9,4.1079
5,289.9,4.1079
5,95.5,4.1079
4,34.99,4.1079
5,104.9,4.1079
5,124.99,4.1079
5,38.5,4.1079
5,68.0,4.1079
5,42.0,4.1079
2,15.98,4.1079
5,439.8,4.1079
4,70.0,4.1079
1,29.9,4.1079
5,829.99,4.1079
5,119.8,4.1079
5,40.0,4.1079
3,69.98,4.1079
5,11.9,4.1079
5,52.0,4.1079
5,38.4,4.1079
5,249.99,4.1079
5,35.99,4.1079
1,146.9,4.1079
3,101.7,4.1079
1,112.0,4.1079
5,289.0,4.1079
5,103.0,4.1079
5,149.9,4.1079
5,134.9,4.1079
5,88.0,4.1079
5,34.9,4.1079
5,659.99,4.1079
5,109.0,4.1079
5,26.9,4.1079
3,99.9,4.1079
3,34.9,4.1079
5,79.99,4.1079
5,16.6,4.1079
5,169.99,4.1079
5,20.49,4.1079
5,207.98,4.1079
5,29.89,4.1079
5,75.0,4.1079
1,71.98,4.1079
5,49.0,4.1079
5,94.5,4.1079
5,292.0,4.1079
5,39.99,4.1079
3,119.9,4.1079
5,97.47,4.1079
1,78.0,4.1079
4,91.8,4.1079
4,139.8,4.1079
5,161.4,4.1079
5,40.9,4.1079
4,69.99,4.1079
5,65.99,4.1079
3,59.97,4.1079
1,149.9,4.1079
5,79.9,4.1079
5,56.99,4.1079
1,159.8,4.1079
5,149.9,4.1079
5,99.9,4.1079
4,169.97,4.1079
2,104.99,4.1079
5,159.0,4.1079
4,59.0,4.1079
5,47.0,4.1079
4,39.0,4.1079
4,51.5,4.1079
1,234.0,4.1079
5,110.0,4.1079
5,53.0,4.1079
5,1150.0,4.1079
5,39.6,4.1079
5,79.0,4.1079
1,69.0,4.1079
1,79.99,4.1079
5,109.9,4.1079
1,315.0,4.1079
5,118.0,4.1079
5,49.0,4.1079
5,52.99,4.1079
3,79.0,4.1079
5,209.8,4.1079
5,43.0,4.1079
4,35.0,4.1079
5,35.0,4.1079
5,23.49,4.1079
5,49.9,4.1079
5,61.9,4.1079
1,34.9,4.1079
5,24.99,4.1079
5,119.8,4.1079
5,55.0,4.1079
4,119.9,4.1079
5,99.9,4.1079
3,19.9,4.1079
5,37.48,4.1079
1,398.0,4.1079
4,34.5,4.1079
1,49.96,4.1079
5,54.0,4.1079
5,27.99,4.1079
5,69.9,4.1079
3,114.9,4.1079
5,239.9,4.1079
1,147.9,4.1079
3,34.9,4.1079
3,85.9,4.1079
5,125.9,4.1079
5,399.99,4.1079
4,110.0,4.1079
1,190.0,4.1079
5,49.9,4.1079
4,195.0,4.1079
5,99.0,4.1079
5,75.0,4.1079
5,56.99,4.1079
5,24.99,4.1079
3,14.9,4.1079
5,109.9,4.1079
5,159.99,4.1079
5,125.0,4.1079
5,39.9,4.1079
5,157.77,4.1079
4,80.0,4.1079
1,180.0,4.1079
4,99.8,4.1079
1,79.99,4.1079
3,149.9,4.1079
3,19.9,4.1079
4,189.9,4.1079
5,54.9,4.1079
1,94.0,4.1079
5,59.9,4.1079
1,55.0,4.1079
5,159.9,4.1079
1,159.9,4.1079
4,58.5,4.1079
4,89.99,4.1079
1,45.9,4.1079
5,19.9,4.1079
5,140.0,4.1079
5,47.49,4.1079
3,115.0,4.1079
5,15.12,4.1079
4,299.70000000000005,4.1079
3,280.0,4.1079
5,141.64,4.1079
4,45.9,4.1079
5,18.9,4.1079
5,49.99,4.1079
5,35.0,4.1079
5,48.9,4.1079
4,34.3,4.1079
5,138.0,4.1079
5,199.9,4.1079
1,287.70000000000005,4.1079
5,219.99,4.1079
4,129.9,4.1079
4,42.0,4.1079
5,448.0,4.1079
4,48.9,4.1079
5,56.99,4.1079
3,52.5,4.1079
5,655.0,4.1079
4,79.9,4.1079
5,152.0,4.1079
4,66.0,4.1079
5,144.99,4.1079
5,89.9,4.1079
4,79.99,4.1079
5,167.92,4.1079
3,16.99,4.1079
5,57.9,4.1079
5,69.9,4.1079
5,19.99,4.1079
1,39.9,4.1079
4,71.99,4.1079
3,29.99,4.1079
5,119.9,4.1079
4,59.7,4.1079
5,10.49,4.1079
4,90.0,4.1079
3,183.8,4.1079
4,72.89,4.1079
5,48.0,4.1079
5,105.0,4.1079
5,229.9,4.1079
5,99.9,4.1079
4,69.9,4.1079
5,29.0,4.1079
5,19.9,4.1079
5,118.75,4.1079
1,144.99,4.1079
1,44.0,4.1079
2,199.9,4.1079
5,79.9,4.1079
1,229.8,4.1079
5,148.0,4.1079
1,39.99,4.1079
5,49.0,4.1079
4,49.95,4.1079
5,29.98,4.1079
5,49.0,4.1079
4,188.99,4.1079
5,53.9,4.1079
5,74.99,4.1079
5,29.9,4.1079
1,100.0,4.1079
4,39.99,4.1079
5,70.47,4.1079
4,247.9,4.1079
5,36.0,4.1079
3,227.9,4.1079
5,379.9,4.1079
5,33.49,4.1079
5,349.9,4.1079
5,23.7,4.1079
5,69.9,4.1079
1,35.99,4.1079
3,44.99,4.1079
4,33.9,4.1079
5,62.9,4.1079
4,99.99,4.1079
4,319.8,4.1079
5,239.99,4.1079
5,108.0,4.1079
4,157.9,4.1079
5,45.0,4.1079
5,49.9,4.1079
5,58.5,4.1079
4,29.99,4.1079
5,120.9,4.1079
5,169.0,4.1079
1,53.9,4.1079
4,54.99,4.1079
5,499.9,4.1079
5,349.9,4.1079
5,48.9,4.1079
1,664.4,4.1079
5,59.0,4.1079
1,78.8,4.1079
1,153.0,4.1079
5,49.0,4.1079
5,104.99,4.1079
5,100.99,4.1079
5,166.89,4.1079
5,59.9,4.1079
5,183.0,4.1079
5,139.98,4.1079
5,59.9,4.1079
3,59.9,4.1079
5,30.0,4.1079
4,599.99,4.1079
3,124.9,4.1079
5,80.0,4.1079
5,75.9,4.1079
4,118.9,4.1079
1,139.6,4.1079
5,89.9,4.1079
4,699.9,4.1079
5,156.99,4.1079
4,239.9,4.1079
5,246.62,4.1079
5,84.0,4.1079
5,45.0,4.1079
4,59.0,4.1079
5,19.99,4.1079
4,334.8,4.1079
5,89.9,4.1079
5,44.99,4.1079
1,99.9,4.1079
5,54.99,4.1079
5,50.0,4.1079
5,16.0,4.1079
5,99.99,4.1079
5,15.0,4.1079
4,39.9,4.1079
5,134.9,4.1079
4,69.9,4.1079
1,29.6,4.1079
5,120.0,4.1079
3,449.9,4.1079
4,179.99,4.1079
5,499.9,4.1079
2,235.99,4.1079
5,80.3,4.1079
3,139.9,4.1079
4,599.9,4.1079
5,269.99,4.1079
5,19.99,4.1079
1,169.99,4.1079
4,220.0,4.1079
5,759.96,4.1079
4,34.49,4.1079
5,55.9,4.1079
5,159.49,4.1079
4,249.98,4.1079
3,29.9,4.1079
5,179.0,4.1079
5,89.9,4.1079
5,49.9,4.1079
1,89.9,4.1079
4,319.8,4.1079
3,29.0,4.1079
5,41.99,4.1079
4,185.4,4.1079
5,34.3,4.1079
5,138.0,4.1079
5,109.0,4.1079
5,79.0,4.1079
2,299.9,4.1079
4,238.0,4.1079
5,297.0,4.1079
1,219.89,4.1079
4,45.0,4.1079
5,120.0,4.1079
5,25.0,4.1079
5,25.9,4.1079
5,299.0,4.1079
5,198.67,4.1079
5,24.9,4.1079
5,29.0,4.1079
1,116.6,4.1079
4,39.9,4.1079
5,40.9,4.1079
4,66.64,4.1079
5,199.9,4.1079
5,35.0,4.1079
5,79.99,4.1079
4,523.6,4.1079
4,174.9,4.1079
4,53.99,4.1079
3,91.0,4.1079
5,719.0,4.1079
3,69.9,4.1079
5,25.99,4.1079
3,14.99,4.1079
5,689.89,4.1079
5,329.9,4.1079
4,29.99,4.1079
1,16.0,4.1079
1,199.0,4.1079
5,122.99,4.1079
5,129.99,4.1079
5,299.0,4.1079
5,99.99,4.1079
5,14.99,4.1079
5,284.9,4.1079
5,213.0,4.1079
5,45.9,4.1079
5,149.65,4.1079
5,79.9,4.1079
4,24.99,4.1079
5,879.77,4.1079
5,110.0,4.1079
5,133.0,4.1079
5,29.45,4.1079
5,49.0,4.1079
5,399.0,4.1079
4,37.99,4.1079
5,156.0,4.1079
4,57.9,4.1079
5,7.87,4.1079
4,153.9,4.1079
5,135.0,4.1079
5,180.0,4.1079
5,59.9,4.1079
2,620.1,4.1079
5,49.99,4.1079
5,72.0,4.1079
4,395.9,4.1079
4,50.0,4.1079
5,35.9,4.1079
3,78.9,4.1079
4,115.9,4.1079
5,79.0,4.1079
5,31.9,4.1079
4,144.99,4.1079
5,18.0,4.1079
5,29.9,4.1079
3,16.9,4.1079
5,27.0,4.1079
5,29.99,4.1079
2,79.9,4.1079
5,39.99,4.1079
4,149.9,4.1079
5,148.0,4.1079
4,30.0,4.1079
4,99.9,4.1079
5,109.99,4.1079
3,24.0,4.1079
5,34.9,4.1079
4,67.91,4.1079
5,39.1,4.1079
4,126.98,4.1079
5,99.9,4.1079
5,119.0,4.1079
5,124.99,4.1079
3,93.8,4.1079
5,169.99,4.1079
1,159.0,4.1079
1,240.0,4.1079
2,199.9,4.1079
5,100.0,4.1079
5,69.9,4.1079
5,24.5,4.1079
5,1500.0,4.1079
5,57.17,4.1079
3,44.9,4.1079
5,29.0,4.1079
5,18.99,4.1079
5,27.5,4.1079
4,56.5,4.1079
3,121.9,4.1079
5,23.99,4.1079
5,150.0,4.1079
5,86.7,4.1079
5,29.98,4.1079
5,104.5,4.1079
3,749.0,4.1079
1,120.0,4.1079
5,107.9,4.1079
5,59.9,4.1079
4,69.9,4.1079
5,19.99,4.1079
5,203.4,4.1079
4,249.9,4.1079
4,18.99,4.1079
4,99.9,4.1079
5,89.0,4.1079
5,25.99,4.1079
1,29.9,4.1079
1,78.0,4.1079
5,31.98,4.1079
5,38.0,4.1079
5,99.9,4.1079
5,104.9,4.1079
3,39.0,4.1079
4,79.5,4.1079
5,29.9,4.1079
4,150.0,4.1079
5,139.99,4.1079
4,108.9,4.1079
3,220.64,4.1079
2,59.980000000000004,4.1079
4,93.9,4.1079
3,226.0,4.1079
5,144.95,4.1079
3,90.0,4.1079
4,69.9,4.1079
4,117.3,4.1079
5,990.0,4.1079
2,39.9,4.1079
4,13.98,4.1079
5,49.0,4.1079
2,27.99,4.1079
1,79.9,4.1079
5,129.0,4.1079
5,239.0,4.1079
1,139.94,4.1079
5,27.0,4.1079
5,54.9,4.1079
5,62.9,4.1079
4,174.0,4.1079
5,90.0,4.1079
5,69.99,4.1079
5,93.9,4.1079
4,99.98,4.1079
5,28.0,4.1079
3,89.99,4.1079
1,71.0,4.1079
1,174.9,4.1079
1,29.99,4.1079
5,289.0,4.1079
5,140.0,4.1079
5,24.99,4.1079
5,229.99,4.1079
5,1041.0,4.1079
1,45.9,4.1079
1,190.83,4.1079
1,84.99,4.1079
5,172.39,4.1079
5,134.8,4.1079
5,89.15,4.1079
5,349.9,4.1079
5,124.9,4.1079
5,199.0,4.1079
5,199.99,4.1079
1,89.9,4.1079
2,150.0,4.1079
5,129.99,4.1079
1,559.0,4.1079
3,19.9,4.1079
1,56.99,4.1079
3,109.9,4.1079
5,802.14,4.1079
4,169.0,4.1079
4,81.99,4.1079
3,231.7,4.1079
1,339.9,4.1079
5,50.66,4.1079
5,132.9,4.1079
1,59.99,4.1079
5,55.0,4.1079
5,149.0,4.1079
5,149.0,4.1079
5,39.9,4.1079
5,183.10000000000002,4.1079
5,188.0,4.1079
5,69.0,4.1079
5,44.49,4.1079
5,19.9,4.1079
1,37.89,4.1079
3,39.0,4.1079
1,21.9,4.1079
4,85.0,4.1079
5,279.0,4.1079
4,29.99,4.1079
5,139.8,4.1079
5,52.0,4.1079
3,102.0,4.1079
5,134.2,4.1079
5,955.0,4.1079
5,19.9,4.1079
5,99.0,4.1079
5,60.0,4.1079
4,129.9,4.1079
5,36.0,4.1079
4,109.9,4.1079
5,59.9,4.1079
5,139.9,4.1079
5,49.9,4.1079
5,29.99,4.1079
5,19.99,4.1079
5,69.9,4.1079
5,53.940000000000005,4.1079
3,16.0,4.1079
1,65.98,4.1079
5,60.99,4.1079
5,119.9,4.1079
5,23.99,4.1079
4,149.9,4.1079
5,97.0,4.1079
5,44.9,4.1079
4,99.9,4.1079
4,119.69999999999999,4.1079
1,89.9,4.1079
5,54.9,4.1079
1,16.0,4.1079
5,119.8,4.1079
5,69.99,4.1079
4,189.9,4.1079
5,29.9,4.1079
5,159.49,4.1079
4,189.0,4.1079
5,179.7,4.1079
5,99.9,4.1079
4,199.0,4.1079
4,119.85,4.1079
3,40.0,4.1079
5,19.9,4.1079
5,144.99,4.1079
5,125.0,4.1079
5,205.0,4.1079
5,69.9,4.1079
5,100.0,4.1079
3,64.99,4.1079
3,144.41,4.1079
4,49.0,4.1079
5,109.0,4.1079
1,41.99,4.1079
5,79.9,4.1079
1,216.76,4.1079
1,29.9,4.1079
3,143.0,4.1079
5,59.0,4.1079
1,15.3,4.1079
5,119.99,4.1079
5,129.9,4.1079
1,999.0,4.1079
5,34.99,4.1079
5,32.7,4.1079
3,117.80000000000001,4.1079
1,56.99,4.1079
5,45.0,4.1079
5,51.12,4.1079
3,149.94,4.1079
4,185.0,4.1079
5,69.0,4.1079
5,86.5,4.1079
5,189.7,4.1079
5,59.9,4.1079
1,70.97,4.1079
4,39.9,4.1079
1,170.0,4.1079
5,74.9,4.1079
5,49.0,4.1079
4,149.9,4.1079
3,69.9,4.1079
5,89.9,4.1079
5,149.9,4.1079
1,780.0,4.1079
5,131.9,4.1079
5,32.99,4.1079
5,212.33,4.1079
3,757.5999999999999,4.1079
5,76.9,4.1079
1,79.9,4.1079
5,249.9,4.1079
1,13.99,4.1079
4,142.0,4.1079
5,229.0,4.1079
5,93.98,4.1079
4,189.0,4.1079
5,65.06,4.1079
5,99.98,4.1079
1,379.0,4.1079
5,220.64,4.1079
5,132.0,4.1079
5,24.95,4.1079
5,79.8,4.1079
5,39.9,4.1079
4,55.0,4.1079
5,189.9,4.1079
4,140.0,4.1079
5,67.9,4.1079
5,96.54,4.1079
1,243.9,4.1079
4,17.8,4.1079
5,14.9,4.1079
2,56.99,4.1079
5,89.9,4.1079
5,250.0,4.1079
5,120.0,4.1079
5,93.8,4.1079
4,74.99,4.1079
5,86.9,4.1079
5,241.1,4.1079
1,39.99,4.1079
1,49.99,4.1079
3,115.0,4.1079
5,24.99,4.1079
3,159.9,4.1079
4,164.9,4.1079
5,13.65,4.1079
3,99.99,4.1079
1,298.44,4.1079
5,889.99,4.1079
3,139.9,4.1079
5,79.9,4.1079
5,69.9,4.1079
4,49.99,4.1079
5,38.4,4.1079
4,29.9,4.1079
1,100.0,4.1079
5,330.0,4.1079
5,94.9,4.1079
5,794.98,4.1079
1,299.0,4.1079
5,49.0,4.1079
5,49.9,4.1079
5,79.98,4.1079
5,79.99,4.1079
5,109.9,4.1079
4,69.0,4.1079
5,75.0,4.1079
5,133.9,4.1079
5,295.9,4.1079
5,25.99,4.1079
5,39.9,4.1079
3,76.8,4.1079
3,29.49,4.1079
1,89.9,4.1079
5,119.99,4.1079
5,72.0,4.1079
1,36.9,4.1079
4,189.0,4.1079
3,107.0,4.1079
5,79.9,4.1079
5,64.99,4.1079
5,79.0,4.1079
1,72.0,4.1079
2,36.0,4.1079
5,209.0,4.1079
5,50.0,4.1079
5,40.0,4.1079
5,49.0,4.1079
5,699.99,4.1079
1,135.0,4.1079
5,15.0,4.1079
5,359.9,4.1079
4,198.0,4.1079
4,199.8,4.1079
5,189.0,4.1079
4,18.9,4.1079
5,19.99,4.1079
5,39.99,4.1079
4,119.8,4.1079
1,56.33,4.1079
4,15.0,4.1079
5,29.99,4.1079
5,69.9,4.1079
5,61.99,4.1079
5,99.99,4.1079
3,99.0,4.1079
5,239.9,4.1079
5,329.9,4.1079
5,62.9,4.1079
5,107.5,4.1079
1,69.9,4.1079
5,31.9,4.1079
3,430.0,4.1079
4,49.9,4.1079
5,597.0,4.1079
5,49.0,4.1079
5,109.99,4.1079
5,259.9,4.1079
5,224.8,4.1079
5,89.5,4.1079
5,179.9,4.1079
5,699.9,4.1079
5,73.0,4.1079
5,35.9,4.1079
5,91.33,4.1079
5,79.08,4.1079
5,82.0,4.1079
5,118.9,4.1079
5,34.99,4.1079
4,1514.0,4.1079
4,120.0,4.1079
5,69.9,4.1079
5,106.99,4.1079
4,60.0,4.1079
5,27.99,4.1079
5,116.0,4.1079
5,79.9,4.1079
3,109.0,4.1079
2,69.9,4.1079
5,109.9,4.1079
5,171.0,4.1079
5,694.0,4.1079
5,27.4,4.1079
4,25.0,4.1079
5,59.8,4.1079
1,129.0,4.1079
1,49.9,4.1079
5,149.0,4.1079
4,300.0,4.1079
4,492.75,4.1079
5,22.5,4.1079
4,34.99,4.1079
5,54.9,4.1079
5,55.0,4.1079
5,49.99,4.1079
5,239.0,4.1079
5,339.0,4.1079
5,46.9,4.1079
5,34.9,4.1079
1,689.89,4.1079
3,156.25,4.1079
5,49.91,4.1079
1,29.98,4.1079
5,29.9,4.1079
3,265.0,4.1079
1,92.0,4.1079
5,59.9,4.1079
3,598.99,4.1079
4,135.0,4.1079
3,173.9,4.1079
5,89.9,4.1079
5,59.9,4.1079
